dataset,partition,split,query_id,origin_client,origin_probability,max_similarity,gold_labels_used
hotpotqa,topic_silo,train,5a82e8fd55429940e5e1a93d,6,0.02713225781917572,0.6105778813362122,False
hotpotqa,topic_silo,train,5a82b0c955429954d2e2ebab,3,0.04327795282006264,0.4794282913208008,False
hotpotqa,topic_silo,train,5a7cd569554299452d57ba8d,2,0.11051444709300995,0.6224979162216187,False
hotpotqa,topic_silo,train,5abc0870554299114383a0db,0,0.03681746870279312,0.630233108997345,False
hotpotqa,topic_silo,train,5ae726a1554299572ea54738,3,0.06113584339618683,0.6258646249771118,False
hotpotqa,topic_silo,train,5adbcf5c5542994650320bef,15,0.06339513510465622,0.5285876989364624,False
hotpotqa,topic_silo,train,5a75279955429929fddd850b,5,0.1218557134270668,0.6536276340484619,False
hotpotqa,topic_silo,train,5ab30da5554299233954feea,10,0.04030556604266167,0.6455146670341492,False
hotpotqa,topic_silo,train,5ac1180c5542992a796dedd9,11,0.08652112632989883,0.6078575253486633,False
hotpotqa,topic_silo,train,5ae73e04554299572ea5478e,1,0.04839019104838371,0.612407922744751,False
hotpotqa,topic_silo,train,5a732a005542991f9a20c662,19,0.052798449993133545,0.5666460394859314,False
hotpotqa,topic_silo,train,5ac26b4c5542992f1f2b38bd,7,0.04420912265777588,0.6046113967895508,False
hotpotqa,topic_silo,train,5ab93e63554299753720f7ab,6,0.03454053774476051,0.5755454897880554,False
hotpotqa,topic_silo,train,5a7ba2ee55429927d897c002,19,0.05104873701930046,0.6381416320800781,False
hotpotqa,topic_silo,train,5addd8bf5542990dbb2f7ebc,0,0.06068865582346916,0.5446851253509521,False
hotpotqa,topic_silo,train,5a8b692255429971feec4702,7,0.05006551742553711,0.6002788543701172,False
hotpotqa,topic_silo,train,5ae69b9b5542996d980e7c53,19,0.03690052032470703,0.5957478880882263,False
hotpotqa,topic_silo,train,5ab5d0e55542997d4ad1f1ec,8,0.039479389786720276,0.6475025415420532,False
hotpotqa,topic_silo,train,5ab571be5542992aa134a319,2,0.03632168844342232,0.5859799385070801,False
hotpotqa,topic_silo,train,5ae22f1a554299234fd0441c,7,0.06612294912338257,0.5700507164001465,False
hotpotqa,topic_silo,train,5a7794755542992a6e59df09,14,0.07627660036087036,0.6019288897514343,False
hotpotqa,topic_silo,train,5ab69e6d55429953192ad335,15,0.042072366923093796,0.6187067627906799,False
hotpotqa,topic_silo,train,5a89c82e554299669944a599,2,0.06469059735536575,0.5439114570617676,False
hotpotqa,topic_silo,train,5a779d9e5542995d8318121a,14,0.043451350182294846,0.6273979544639587,False
hotpotqa,topic_silo,train,5abaf9405542996cc5e49f43,9,0.056283000856637955,0.6092055439949036,False
hotpotqa,topic_silo,train,5ac523b05542996feb3fe9fd,4,0.04953528940677643,0.6322269439697266,False
hotpotqa,topic_silo,train,5ae37a365542992f92d822ce,13,0.03558612987399101,0.6023186445236206,False
hotpotqa,topic_silo,train,5a85a5125542991dd0999e75,9,0.04742608964443207,0.6230762004852295,False
hotpotqa,topic_silo,train,5ae0bc1555429906c02dab10,16,0.0525503009557724,0.5950651168823242,False
hotpotqa,topic_silo,train,5a8b46765542995d1e6f133b,9,0.13363972306251526,0.6123301982879639,False
hotpotqa,topic_silo,train,5ac422f0554299194317392d,11,0.07605667412281036,0.58504319190979,False
hotpotqa,topic_silo,train,5ae233795542994d89d5b391,15,0.05418494716286659,0.6597328186035156,False
hotpotqa,topic_silo,train,5adceeca5542992c1e3a24be,3,0.08395273983478546,0.6389815807342529,False
hotpotqa,topic_silo,train,5a87015c554299211dda2b97,7,0.04157711938023567,0.6256855726242065,False
hotpotqa,topic_silo,train,5a90c9405542995651fb51f2,18,0.0915524959564209,0.5234668850898743,False
hotpotqa,topic_silo,train,5a7dc89c5542990b8f503a9c,7,0.0754537582397461,0.5456002950668335,False
hotpotqa,topic_silo,train,5ae07d5655429945ae959376,1,0.038596224039793015,0.5875245928764343,False
hotpotqa,topic_silo,train,5adfd6d955429906c02daa62,18,0.032422930002212524,0.6267960071563721,False
hotpotqa,topic_silo,train,5abe9dc75542991f661061b2,14,0.11880596727132797,0.562691867351532,False
hotpotqa,topic_silo,train,5ae80eac554299540e5a5719,12,0.03502413257956505,0.5937081575393677,False
hotpotqa,topic_silo,train,5ae1e5c65542997283cd22c1,11,0.08443692326545715,0.6058365702629089,False
hotpotqa,topic_silo,train,5a9005af5542995651fb50aa,3,0.05244726315140724,0.6189906001091003,False
hotpotqa,topic_silo,train,5add3df15542997545bbbcf3,4,0.0363774374127388,0.5812235474586487,False
hotpotqa,topic_silo,train,5a81da3d55429926c1cdad9f,7,0.12387665361166,0.6298564076423645,False
hotpotqa,topic_silo,train,5ac45f5d5542995c82c4ad3e,12,0.04118049144744873,0.5697591304779053,False
hotpotqa,topic_silo,train,5adff41c55429925eb1afb87,19,0.05268596112728119,0.6208277940750122,False
hotpotqa,topic_silo,train,5ac0ffa0554299012d1db67e,9,0.05836710333824158,0.5900070071220398,False
hotpotqa,topic_silo,train,5ab8038b5542991d32223803,7,0.0778086706995964,0.5855181217193604,False
hotpotqa,topic_silo,train,5ab1f3dc5542993be8fa9894,7,0.04524517059326172,0.6885806918144226,False
hotpotqa,topic_silo,train,5ab4f7595542991779162d3f,11,0.06473062187433243,0.5688821077346802,False
hotpotqa,topic_silo,train,5a839adc5542992ef85e2328,10,0.05746624246239662,0.6122666597366333,False
hotpotqa,topic_silo,train,5a8e2db15542995a26add479,7,0.11033522337675095,0.6011397242546082,False
hotpotqa,topic_silo,train,5adc29a855429944faac2443,14,0.08052167296409607,0.6214644312858582,False
hotpotqa,topic_silo,train,5ae7817855429952e35ea952,11,0.06327757239341736,0.565748929977417,False
hotpotqa,topic_silo,train,5a7c135f5542997c3ec972dc,14,0.11231591552495956,0.5799664855003357,False
hotpotqa,topic_silo,train,5abbdd1a5542993f40c73bfa,5,0.11073978990316391,0.6651314496994019,False
hotpotqa,topic_silo,train,5ae77be0554299540e5a55cc,5,0.051065362989902496,0.6347484588623047,False
hotpotqa,topic_silo,train,5a771ef15542993569682ccf,13,0.047847192734479904,0.5238786935806274,False
hotpotqa,topic_silo,train,5a77df095542995d8318131b,10,0.049023356288671494,0.631536066532135,False
hotpotqa,topic_silo,train,5a84fb115542991dd0999e39,17,0.048195723444223404,0.5326696634292603,False
hotpotqa,topic_silo,train,5a893639554299669944a509,11,0.11712154746055603,0.5865578055381775,False
hotpotqa,topic_silo,train,5a8ada4155429950cd6afbb3,0,0.025338230654597282,0.6328696608543396,False
hotpotqa,topic_silo,train,5a771b985542993569682cc3,17,0.03958573192358017,0.6175811290740967,False
hotpotqa,topic_silo,train,5ab9afe1554299743d22eba1,9,0.040712643414735794,0.6539111137390137,False
hotpotqa,topic_silo,train,5a7bf3145542996dd594b865,12,0.02915051020681858,0.6861746311187744,False
hotpotqa,topic_silo,train,5ab1e88d554299340b525424,14,0.04480299726128578,0.6479167342185974,False
hotpotqa,topic_silo,train,5ab506c15542990594ba9cd7,7,0.06814490258693695,0.6372025609016418,False
hotpotqa,topic_silo,train,5ae2c310554299495565db2c,16,0.043577324599027634,0.6968466639518738,False
hotpotqa,topic_silo,train,5a7143e55542994082a3e722,2,0.06458435952663422,0.5450137853622437,False
hotpotqa,topic_silo,train,5a8ffa1855429916514e73f7,4,0.02497106045484543,0.6222178936004639,False
hotpotqa,topic_silo,train,5ae46bd855429913cc20445c,7,0.0567331463098526,0.6275118589401245,False
hotpotqa,topic_silo,train,5ade07025542997dc790712c,16,0.03604592755436897,0.6284525990486145,False
hotpotqa,topic_silo,train,5a8394725542992ef85e2317,5,0.03323192894458771,0.5775045156478882,False
hotpotqa,topic_silo,train,5ab839e255429934fafe6d1f,7,0.06385870277881622,0.6114206314086914,False
hotpotqa,topic_silo,train,5ae1a200554299234fd042a4,19,0.045953501015901566,0.7020511627197266,False
hotpotqa,topic_silo,train,5ae355c65542992f92d8228d,12,0.03716639056801796,0.5735073685646057,False
hotpotqa,topic_silo,train,5ae5e1d85542996de7b71a57,3,0.1206529513001442,0.6025485396385193,False
hotpotqa,topic_silo,train,5ab40f4e55429976abd1bd4c,19,0.03654174506664276,0.6589314937591553,False
hotpotqa,topic_silo,train,5ab2a740554299295394679e,18,0.0397343747317791,0.5891479253768921,False
hotpotqa,topic_silo,train,5ab45ded5542991779162c83,1,0.060173824429512024,0.6120249629020691,False
hotpotqa,topic_silo,train,5adf71355542995ec70e9012,14,0.11827319115400314,0.5922623872756958,False
hotpotqa,topic_silo,train,5a81ffd5554299676cceb1c7,11,0.05854678153991699,0.6714646816253662,False
hotpotqa,topic_silo,train,5ac0a1c15542997d64295a3a,12,0.031202349811792374,0.6134963035583496,False
hotpotqa,topic_silo,train,5ac3ac3555429939154138ac,16,0.14067131280899048,0.6584933400154114,False
hotpotqa,topic_silo,train,5ab4445e5542990594ba9be2,6,0.13093414902687073,0.6896541118621826,False
hotpotqa,topic_silo,train,5ab6944c55429953192ad303,6,0.045680705457925797,0.64691162109375,False
hotpotqa,topic_silo,train,5ae475af5542996836b02cab,7,0.042554326355457306,0.6681793928146362,False
hotpotqa,topic_silo,train,5ac5085655429924173fb56c,1,0.07508298754692078,0.596305251121521,False
hotpotqa,topic_silo,train,5abba2e75542993f40c73b66,10,0.04730173200368881,0.6681658029556274,False
hotpotqa,topic_silo,train,5abd4b1c5542996e802b476d,18,0.07294090837240219,0.6294257640838623,False
hotpotqa,topic_silo,train,5a830f2a55429966c78a6b1b,13,0.043658703565597534,0.6079959869384766,False
hotpotqa,topic_silo,train,5ae088375542993d6555eba0,13,0.044986505061388016,0.5689022541046143,False
hotpotqa,topic_silo,train,5a90a2fe5542990a98493679,0,0.05953540652990341,0.6840503811836243,False
hotpotqa,topic_silo,train,5adc347455429944faac245e,5,0.04144192114472389,0.5802428126335144,False
hotpotqa,topic_silo,train,5a74cea655429974ef308c6d,14,0.11845125257968903,0.5508652925491333,False
hotpotqa,topic_silo,train,5ae0c29d5542993d6555ec47,4,0.03113321214914322,0.6427430510520935,False
hotpotqa,topic_silo,train,5ab57cdc5542997d4ad1f15a,14,0.08017468452453613,0.5934819579124451,False
hotpotqa,topic_silo,train,5ae5dbfc55429929b08079d5,2,0.06290772557258606,0.555423378944397,False
hotpotqa,topic_silo,train,5a765f675542992d0ec060c3,15,0.04070960730314255,0.570411205291748,False
hotpotqa,topic_silo,train,5a7fb50a5542992e7d278d2a,19,0.041608426719903946,0.7020875811576843,False
hotpotqa,topic_silo,train,5ae5e3f355429929b08079f2,9,0.05003358796238899,0.6711658239364624,False
hotpotqa,topic_silo,train,5ac243095542994d76dccf01,19,0.10143040120601654,0.6307376027107239,False
hotpotqa,topic_silo,train,5ae3417e5542990afbd1e0f7,8,0.051140688359737396,0.5718783736228943,False
hotpotqa,topic_silo,train,5ac49ba55542997ea680ca99,15,0.045856136828660965,0.5533544421195984,False
hotpotqa,topic_silo,train,5ab7021c5542991d32223740,16,0.05256354808807373,0.6367529630661011,False
hotpotqa,topic_silo,train,5a722ec055429971e9dc933d,15,0.07414786517620087,0.6278239488601685,False
hotpotqa,topic_silo,train,5ab55a575542992aa134a2b8,2,0.05981989949941635,0.6306473016738892,False
hotpotqa,topic_silo,train,5a8208b555429903bc27ba2c,14,0.05052883177995682,0.6365826725959778,False
hotpotqa,topic_silo,train,5ab69fae55429953192ad33c,2,0.05632392689585686,0.6780948042869568,False
hotpotqa,topic_silo,train,5a7a2bc35542990198eaf0a9,5,0.03188414126634598,0.5526151061058044,False
hotpotqa,topic_silo,train,5a7b2b495542992d025e678e,11,0.04570823162794113,0.5972651839256287,False
hotpotqa,topic_silo,train,5ac214135542996366519935,16,0.044457610696554184,0.5956543684005737,False
hotpotqa,topic_silo,train,5ae26b615542996483e649a1,17,0.030172618106007576,0.5866696834564209,False
hotpotqa,topic_silo,train,5abaf1565542996cc5e49f24,9,0.052035920321941376,0.5870321989059448,False
hotpotqa,topic_silo,train,5ac4eb4055429924173fb4d6,16,0.06141716241836548,0.6014994382858276,False
hotpotqa,topic_silo,train,5ae09e3f554299603e41842a,17,0.039248038083314896,0.6580346822738647,False
hotpotqa,topic_silo,train,5adcfae055429947343537ee,8,0.03915859013795853,0.7133970260620117,False
hotpotqa,topic_silo,train,5aba934f55429955dce3ee8d,11,0.04627386853098869,0.5810831189155579,False
hotpotqa,topic_silo,train,5a80d30655429938b61421fe,17,0.03922551870346069,0.517780601978302,False
hotpotqa,topic_silo,train,5ade804555429975fa854ee0,3,0.049283307045698166,0.5638316869735718,False
hotpotqa,topic_silo,train,5a7a09b35542996a35c170a2,11,0.09362372010946274,0.5857428908348083,False
hotpotqa,topic_silo,train,5a7501385542993748c89790,4,0.04782839119434357,0.5445409417152405,False
hotpotqa,topic_silo,train,5ab200d6554299340b525467,5,0.030396295711398125,0.5296251177787781,False
hotpotqa,topic_silo,train,5a8f9d04554299458435d69d,2,0.0836823359131813,0.6371544599533081,False
hotpotqa,topic_silo,train,5addea105542992200553ba4,16,0.045082420110702515,0.6001352667808533,False
hotpotqa,topic_silo,train,5ae29cbe554299495565dae1,6,0.04336167871952057,0.5821830630302429,False
hotpotqa,topic_silo,train,5ade151055429939a52fe7fe,16,0.09616868197917938,0.6320926547050476,False
hotpotqa,topic_silo,train,5ac31c93554299741d48a202,4,0.028747234493494034,0.6286466121673584,False
hotpotqa,topic_silo,train,5ab6ffe1554299710c8d1fd5,16,0.11765345931053162,0.5977611541748047,False
hotpotqa,topic_silo,train,5ae8193755429952e35eaa14,6,0.03540664166212082,0.6091194748878479,False
hotpotqa,topic_silo,train,5abe1b395542991f661060ca,4,0.025643348693847656,0.6276978850364685,False
hotpotqa,topic_silo,train,5a7e2f765542995ed0d166c3,19,0.04432513192296028,0.6126785278320312,False
hotpotqa,topic_silo,train,5a85ff4e55429960ec39b5f8,17,0.0778270736336708,0.6099664568901062,False
hotpotqa,topic_silo,train,5ab55e135542992aa134a2d5,12,0.031463973224163055,0.6241759657859802,False
hotpotqa,topic_silo,train,5ab9b81d5542996be2020593,5,0.05130550637841225,0.6819725036621094,False
hotpotqa,topic_silo,train,5aba774955429901930fa7e4,17,0.05402003973722458,0.5856257081031799,False
hotpotqa,topic_silo,train,5a74824855429979e288296c,11,0.05405914783477783,0.5978041887283325,False
hotpotqa,topic_silo,train,5a8b6b535542997f31a41d1d,2,0.037803083658218384,0.6015328764915466,False
hotpotqa,topic_silo,train,5ae1c02e554299492dc91b85,7,0.05608130618929863,0.5783191919326782,False
hotpotqa,topic_silo,train,5adfc1c1554299025d62a34a,16,0.05272141471505165,0.6157244443893433,False
hotpotqa,topic_silo,train,5a7f0fe15542993067513609,12,0.03142017126083374,0.6321197748184204,False
hotpotqa,topic_silo,train,5a83c7555542992ef85e235d,11,0.10845474153757095,0.6368995904922485,False
hotpotqa,topic_silo,train,5ac3bd50554299391541392d,8,0.06651803106069565,0.6044522523880005,False
hotpotqa,topic_silo,train,5a78b79e55429974737f7858,10,0.054668594151735306,0.5920794010162354,False
hotpotqa,topic_silo,train,5a8454e85542992ef85e23be,0,0.040745750069618225,0.5586591958999634,False
hotpotqa,topic_silo,train,5ade28715542997c77aded82,1,0.0917651429772377,0.6247936487197876,False
hotpotqa,topic_silo,train,5a8fac8e55429918e830d2a8,8,0.0603596530854702,0.6508850455284119,False
hotpotqa,topic_silo,train,5ae1076b554299422ee995d4,19,0.04626966267824173,0.5642762780189514,False
hotpotqa,topic_silo,train,5adc7d2b5542994d58a2f616,2,0.040870945900678635,0.6945983171463013,False
hotpotqa,topic_silo,train,5a761f38554299109176e64c,2,0.06219753250479698,0.5902125239372253,False
hotpotqa,topic_silo,train,5a7b80db55429931da12cada,5,0.026996228843927383,0.5708372592926025,False
hotpotqa,topic_silo,train,5a8008575542992e7d278de7,11,0.04151160642504692,0.6187447905540466,False
hotpotqa,topic_silo,train,5a763c105542994ccc91872f,0,0.02517097443342209,0.5890599489212036,False
hotpotqa,topic_silo,train,5adc65845542996e6852534e,4,0.02933569811284542,0.5378379821777344,False
hotpotqa,topic_silo,train,5ade4b385542992fa25da732,6,0.048814013600349426,0.6052273511886597,False
hotpotqa,topic_silo,train,5ae4ea5b55429908b63264b8,16,0.047546178102493286,0.5563800930976868,False
hotpotqa,topic_silo,train,5a78bfad5542990784727752,15,0.053424540907144547,0.5563081502914429,False
hotpotqa,topic_silo,train,5ac547815542994611c8b48a,5,0.09757362306118011,0.6584287881851196,False
hotpotqa,topic_silo,train,5ae6419b55429908198fa552,7,0.05865522101521492,0.6335892677307129,False
hotpotqa,topic_silo,train,5ac02e49554299294b218f40,11,0.047725073993206024,0.5238012671470642,False
hotpotqa,topic_silo,train,5a7d400e5542997cc2c47438,0,0.032964710146188736,0.5430080890655518,False
hotpotqa,topic_silo,train,5aba527555429955dce3edec,8,0.05542657896876335,0.6108070015907288,False
hotpotqa,topic_silo,train,5ac2723e55429951e9e685d3,6,0.047644391655921936,0.636451244354248,False
hotpotqa,topic_silo,train,5ac15d195542994d76dccde9,8,0.13145563006401062,0.6018601655960083,False
hotpotqa,topic_silo,train,5a7cee4755429909bec768a0,16,0.13184721767902374,0.6428208947181702,False
hotpotqa,topic_silo,train,5ab6958355429953192ad306,15,0.05441839247941971,0.5585853457450867,False
hotpotqa,topic_silo,train,5ab6c0c955429953192ad376,3,0.0511128194630146,0.5470351576805115,False
hotpotqa,topic_silo,train,5a8a45d955429930ff3c0d4a,1,0.08282702416181564,0.5771900415420532,False
hotpotqa,topic_silo,train,5a79c0aa5542994bb9457061,3,0.05749359726905823,0.5802586078643799,False
hotpotqa,topic_silo,train,5adbe7a2554299438c868cd5,1,0.05982382968068123,0.626171886920929,False
hotpotqa,topic_silo,train,5a8cfab8554299441c6b9f96,19,0.07414194941520691,0.5373016595840454,False
hotpotqa,topic_silo,train,5adff87b55429925eb1afbb3,4,0.03706835210323334,0.6255620718002319,False
hotpotqa,topic_silo,train,5abb326055429939ce03dda3,8,0.038019195199012756,0.6256837248802185,False
hotpotqa,topic_silo,train,5ac4c7045542996feb3fe93e,2,0.04678642749786377,0.6243855953216553,False
hotpotqa,topic_silo,train,5a89f62855429970aeb701b4,14,0.04877941682934761,0.5942397713661194,False
hotpotqa,topic_silo,train,5ab931e0554299131ca422b3,16,0.04502531513571739,0.49681419134140015,False
hotpotqa,topic_silo,train,5ac2eb75554299218029db93,2,0.04349512234330177,0.594992995262146,False
hotpotqa,topic_silo,train,5ab477df5542991751b4d782,16,0.04449005424976349,0.6215581297874451,False
hotpotqa,topic_silo,train,5ae6e60d5542992ae0d163a2,5,0.04474911466240883,0.5503831505775452,False
hotpotqa,topic_silo,train,5adfc37e5542992d7e9f93cc,17,0.04678422957658768,0.6161840558052063,False
hotpotqa,topic_silo,train,5a90adb35542990a9849368d,14,0.04637238010764122,0.5113983154296875,False
hotpotqa,topic_silo,train,5a8353a1554299123d8c20ea,4,0.03401348367333412,0.6426116824150085,False
hotpotqa,topic_silo,train,5a82fe7955429954d2e2ebec,13,0.047633640468120575,0.5401225686073303,False
hotpotqa,topic_silo,train,5adde9195542997dc79070a6,1,0.038261156529188156,0.6028940677642822,False
hotpotqa,topic_silo,train,5ac2ec3d5542990b17b154af,17,0.09624388813972473,0.6309868693351746,False
hotpotqa,topic_silo,train,5a78fe4b55429970f5fffe10,10,0.05349607765674591,0.6552290916442871,False
hotpotqa,topic_silo,train,5a7256c55542990c210a4109,11,0.050627462565898895,0.5694296360015869,False
hotpotqa,topic_silo,train,5aba3aee55429955dce3ede4,14,0.07624520361423492,0.5393356680870056,False
hotpotqa,topic_silo,train,5a90538d5542995651fb5144,2,0.05281442403793335,0.6594313383102417,False
hotpotqa,topic_silo,train,5a75afb25542992db94736a2,5,0.03333054110407829,0.5781338810920715,False
hotpotqa,topic_silo,train,5ae3f2e85542995ad6573ccd,1,0.04404392093420029,0.5955080986022949,False
hotpotqa,topic_silo,train,5a8d034a554299441c6b9fb9,16,0.047453999519348145,0.576928973197937,False
hotpotqa,topic_silo,train,5ac0b8895542992a796ded6e,3,0.0373649038374424,0.6025193929672241,False
hotpotqa,topic_silo,train,5a73f28f5542993a88ae2eac,1,0.05724778771400452,0.5704950094223022,False
hotpotqa,topic_silo,train,5a8f192b55429924144829b5,9,0.05656713992357254,0.6958325505256653,False
hotpotqa,topic_silo,train,5ac191785542994ab5c67d81,3,0.0486253947019577,0.674443244934082,False
hotpotqa,topic_silo,train,5ae1ca525542997f29b3c104,17,0.05850207433104515,0.6355924606323242,False
hotpotqa,topic_silo,train,5a84e0545542991dd0999e0f,15,0.09838325530290604,0.7004730701446533,False
hotpotqa,topic_silo,train,5a8a9a195542996c9b8d5f32,13,0.03797561302781105,0.6404608488082886,False
hotpotqa,topic_silo,train,5a8d1782554299585d9e37ab,0,0.0610760934650898,0.599845290184021,False
hotpotqa,topic_silo,train,5a83460555429954d2e2ec79,12,0.05060936510562897,0.6554575562477112,False
hotpotqa,topic_silo,train,5a84b2b05542997b5ce3ff16,9,0.0422615148127079,0.6360399723052979,False
hotpotqa,topic_silo,train,5ac392cb55429939154137e4,19,0.11061038076877594,0.62135249376297,False
hotpotqa,topic_silo,train,5a7dc0135542995ed0d16670,10,0.04807375371456146,0.6353229880332947,False
hotpotqa,topic_silo,train,5adf929e554299025d62a2c7,11,0.05882363021373749,0.5569268465042114,False
hotpotqa,topic_silo,train,5ae1a81b5542997f29b3c0e9,2,0.038296524435281754,0.6274574995040894,False
hotpotqa,topic_silo,train,5a74c78f55429979e2882a0d,0,0.04216228425502777,0.5960201025009155,False
hotpotqa,topic_silo,train,5adf9e575542992d7e9f93bd,8,0.036604274064302444,0.5827797651290894,False
hotpotqa,topic_silo,train,5a8fc85755429933b8a2045d,4,0.028062865138053894,0.5417890548706055,False
hotpotqa,topic_silo,train,5a87ae245542996e4f3088c8,17,0.047509483993053436,0.6180942058563232,False
hotpotqa,topic_silo,train,5ae260bb5542992decbdccdb,13,0.03359891474246979,0.6568889617919922,False
hotpotqa,topic_silo,train,5ab4da805542996a3a969fd8,16,0.04868783429265022,0.6207972168922424,False
hotpotqa,topic_silo,train,5ac3a5965542995ef918c1cb,5,0.03552871197462082,0.5778782367706299,False
hotpotqa,topic_silo,train,5ac04686554299294b218f6d,14,0.05107946693897247,0.6386486291885376,False
hotpotqa,topic_silo,train,5ae72e005542991e8301cba4,6,0.046250440180301666,0.6412184238433838,False
hotpotqa,topic_silo,train,5ab2c34b554299545a2cfa63,18,0.04878029599785805,0.6615709066390991,False
hotpotqa,topic_silo,train,5ab5bbad554299494045f049,18,0.11356616020202637,0.6266131401062012,False
hotpotqa,topic_silo,train,5ab58cdf554299494045f00a,2,0.06587481498718262,0.47667810320854187,False
hotpotqa,topic_silo,train,5a7a51085542990783324f0d,4,0.03668719902634621,0.5881168246269226,False
hotpotqa,topic_silo,train,5ab8500b55429916710eb033,9,0.05824903026223183,0.639025092124939,False
hotpotqa,topic_silo,train,5a815a365542995ce29dcbe6,11,0.08335239440202713,0.5712062120437622,False
hotpotqa,topic_silo,train,5a7fbd445542992097ad2fb8,8,0.18015073239803314,0.5457615852355957,False
hotpotqa,topic_silo,train,5a7b404a5542992d025e67c0,16,0.043498046696186066,0.5345848798751831,False
hotpotqa,topic_silo,train,5a8b955b55429950cd6afd1f,15,0.04464586079120636,0.6296672821044922,False
hotpotqa,topic_silo,train,5add08975542994d58a2f74a,16,0.03419419378042221,0.6140328049659729,False
hotpotqa,topic_silo,train,5abeeab25542997719eab5fa,13,0.10437377542257309,0.606618344783783,False
hotpotqa,topic_silo,train,5ade0ec15542995b365fabf7,2,0.052344806492328644,0.6558263301849365,False
hotpotqa,topic_silo,train,5ab708f15542991d32223765,9,0.05269557982683182,0.5886772871017456,False
hotpotqa,topic_silo,train,5ab970d255429970cfb8eaf0,18,0.03751543536782265,0.6560906171798706,False
hotpotqa,topic_silo,train,5a7ec84155429934daa2fc65,19,0.04750432074069977,0.5929847955703735,False
hotpotqa,topic_silo,train,5a7fbaf85542992097ad2fb6,5,0.05630379915237427,0.6153638958930969,False
hotpotqa,topic_silo,train,5ab6d8be5542995eadef00c3,4,0.026197073981165886,0.5742304921150208,False
hotpotqa,topic_silo,train,5ae219a55542994d89d5b34f,5,0.03636347874999046,0.601367712020874,False
hotpotqa,topic_silo,train,5ab61793554299637185c662,1,0.05255590379238129,0.5822787880897522,False
hotpotqa,topic_silo,train,5ab8b1af55429919ba4e235a,11,0.05267378315329552,0.6326109766960144,False
hotpotqa,topic_silo,train,5ae2095b5542997283cd2340,16,0.04836295545101166,0.5800288319587708,False
hotpotqa,topic_silo,train,5a8f0aa7554299458435d53f,2,0.04233463853597641,0.6280930638313293,False
hotpotqa,topic_silo,train,5ae252c85542994d89d5b3d7,2,0.04937358200550079,0.5626651048660278,False
hotpotqa,topic_silo,train,5ab6fe4a5542995eadef0108,13,0.04623960331082344,0.5051687359809875,False
hotpotqa,topic_silo,train,5a765f955542992d0ec060c4,1,0.04754921793937683,0.5923643112182617,False
hotpotqa,topic_silo,train,5a7c81c255429907fabeefa6,8,0.04004277288913727,0.6962935924530029,False
hotpotqa,topic_silo,train,5a78c210554299078472775c,10,0.0411403626203537,0.6548605561256409,False
hotpotqa,topic_silo,train,5a735c7555429901807daffa,19,0.07704605162143707,0.551077127456665,False
hotpotqa,topic_silo,train,5abd31445542993062266bce,8,0.040066447108983994,0.5637832880020142,False
hotpotqa,topic_silo,train,5abd6c0755429933744ab7ca,5,0.035159677267074585,0.6186679601669312,False
hotpotqa,topic_silo,train,5abfde6f5542994516f45517,15,0.0370650552213192,0.6218661069869995,False
hotpotqa,topic_silo,train,5a7d59d95542995f4f402263,0,0.034693196415901184,0.5464746952056885,False
hotpotqa,topic_silo,train,5abcdccb5542993a06baf986,2,0.04446413367986679,0.5466291904449463,False
hotpotqa,topic_silo,train,5ae130ca55429901ffe4add7,16,0.08292518556118011,0.64432692527771,False
hotpotqa,topic_silo,train,5ac144685542991316484aba,0,0.05694564804434776,0.6138446927070618,False
hotpotqa,topic_silo,train,5a8628335542991e771815a0,3,0.043668992817401886,0.6478473544120789,False
hotpotqa,topic_silo,train,5ac3fe0d55429919431738ef,0,0.03817305713891983,0.5898551940917969,False
hotpotqa,topic_silo,train,5a7328625542991f29ee2d19,17,0.05900975316762924,0.5852063894271851,False
hotpotqa,topic_silo,train,5adecd2d55429975fa854fa0,13,0.05893467739224434,0.5461098551750183,False
hotpotqa,topic_silo,train,5ae33f035542992e3233c334,2,0.03756207600235939,0.636689305305481,False
hotpotqa,topic_silo,train,5abd2f795542993062266bc2,12,0.04508145526051521,0.5998815894126892,False
hotpotqa,topic_silo,train,5a8b0ec255429949d91db491,6,0.04767345264554024,0.5825966000556946,False
hotpotqa,topic_silo,train,5a8289d255429954d2e2eb67,16,0.062425222247838974,0.5760664343833923,False
hotpotqa,topic_silo,train,5a890eb25542993b751ca8fb,8,0.07263066619634628,0.5471004247665405,False
hotpotqa,topic_silo,train,5a7759c55542994aec3b729e,4,0.02906544879078865,0.5681318640708923,False
hotpotqa,topic_silo,train,5a8075ee5542992bc0c4a722,17,0.039403922855854034,0.5783936381340027,False
hotpotqa,topic_silo,train,5adca5555542994d58a2f691,19,0.047133591026067734,0.6282429695129395,False
hotpotqa,topic_silo,train,5a8b2d8e5542995d1e6f12f1,16,0.03999565541744232,0.5513417720794678,False
hotpotqa,topic_silo,train,5ae29c625542992decbdcd52,0,0.06764418631792068,0.5482074618339539,False
hotpotqa,topic_silo,train,5ae4abbc5542995dadf24396,17,0.024174271151423454,0.6028159260749817,False
hotpotqa,topic_silo,train,5ab790535542995dae37e960,0,0.060530904680490494,0.5783364772796631,False
hotpotqa,topic_silo,train,5a81f55d5542990a1d231ef5,1,0.09566717594861984,0.5846431255340576,False
