dataset,reader,query_id,hop_count,question_type,single_candidate_count,composed_candidate_count,baseline_answer_f1,best_single_delta_answer,best_composed_delta_answer,strict_synergy_answer,composition_only_positive_answer,best_single_id_answer,best_composed_id_answer,best_composed_depth_answer,synergistic_answer_eps_0p0,synergistic_answer_eps_0p01,synergistic_answer_eps_0p02,baseline_sp_f1,best_single_delta_sp,best_composed_delta_sp,strict_synergy_sp,composition_only_positive_sp,best_single_id_sp,best_composed_id_sp,best_composed_depth_sp,synergistic_sp_eps_0p0,synergistic_sp_eps_0p01,synergistic_sp_eps_0p02,baseline_joint_f1,best_single_delta_joint,best_composed_delta_joint,strict_synergy_joint,composition_only_positive_joint,best_single_id_joint,best_composed_id_joint,best_composed_depth_joint,synergistic_joint_eps_0p0,synergistic_joint_eps_0p01,synergistic_joint_eps_0p02
hotpotqa_v15_exploratory,flan,5a7c42e45542990527d5547d,unknown,unknown,2,13,1.0,0.0,0.0,0.0,0,beam_repair:d02fd5784e997da8,beam_repair:f4b22735fe315001,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:d02fd5784e997da8,beam_repair:f4b22735fe315001,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:d02fd5784e997da8,beam_repair:f4b22735fe315001,2,0,0,0
hotpotqa_v15_exploratory,flan,5a7cab0355429935c91b528c,unknown,unknown,0,11,1.0,0.0,0.0,0.0,0,,beam_repair:e3e4a7002fe43729,3,0,0,0,0.5,0.0,-0.09999999999999998,-0.09999999999999998,0,,beam_repair:e3e4a7002fe43729,3,0,0,0,0.5,0.0,-0.09999999999999998,-0.09999999999999998,0,,beam_repair:e3e4a7002fe43729,3,0,0,0
hotpotqa_v15_exploratory,flan,5a7d4d115542991319bc9398,unknown,unknown,1,14,0.6666666666666666,0.0,0.0,0.0,0,beam_repair:28949280d7d4815a,beam_repair:e7ed890d312ed4d0,3,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:28949280d7d4815a,beam_repair:e7ed890d312ed4d0,3,0,0,0,0.6666666666666666,0.0,0.0,0.0,0,beam_repair:28949280d7d4815a,beam_repair:e7ed890d312ed4d0,3,0,0,0
hotpotqa_v15_exploratory,flan,5a7fbb2e5542994857a767e3,unknown,unknown,1,14,0.0,0.6666666666666666,0.6666666666666666,0.0,0,beam_repair:95468f0b7a552a3b,beam_repair:ffa46161cde5d5ad,3,0,0,0,0.4,0.2666666666666666,0.2666666666666666,0.0,0,beam_repair:95468f0b7a552a3b,beam_repair:ffa46161cde5d5ad,3,0,0,0,0.0,0.4,0.4,0.0,0,beam_repair:95468f0b7a552a3b,beam_repair:ffa46161cde5d5ad,3,0,0,0
hotpotqa_v15_exploratory,flan,5a804fce5542992bc0c4a6f1,unknown,unknown,2,13,1.0,0.0,0.0,0.0,0,beam_repair:76caf7db9dfa9d93,beam_repair:e8fb5229b15ef78d,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:76caf7db9dfa9d93,beam_repair:e8fb5229b15ef78d,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:76caf7db9dfa9d93,beam_repair:e8fb5229b15ef78d,2,0,0,0
hotpotqa_v15_exploratory,flan,5a82bbee55429940e5e1a925,unknown,unknown,0,14,0.0,0.0,1.0,1.0,1,,beam_repair:ff8fba435e7430ab,3,1,1,1,0.0,0.0,0.0,0.0,0,,beam_repair:ff8fba435e7430ab,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:ff8fba435e7430ab,3,0,0,0
hotpotqa_v15_exploratory,flan,5a83bea35542990548d0b22e,unknown,unknown,0,15,0.8571428571428571,0.0,0.1428571428571429,0.1428571428571429,1,,beam_repair:fcab3b4298f622b4,3,1,1,1,0.8,0.0,0.0,0.0,0,,beam_repair:fcab3b4298f622b4,3,0,0,0,0.6666666666666666,0.0,0.13333333333333341,0.13333333333333341,1,,beam_repair:fcab3b4298f622b4,3,1,1,1
hotpotqa_v15_exploratory,flan,5a853d2f5542997175ce1fa2,unknown,unknown,0,9,1.0,0.0,0.0,0.0,0,,beam_repair:f0b76eb5fb362a72,3,0,0,0,0.5,0.0,0.0,0.0,0,,beam_repair:f0b76eb5fb362a72,3,0,0,0,0.5,0.0,0.0,0.0,0,,beam_repair:f0b76eb5fb362a72,3,0,0,0
hotpotqa_v15_exploratory,flan,5a8a433355429970aeb7027d,unknown,unknown,0,11,1.0,0.0,0.0,0.0,0,,beam_repair:f9ab05058a871029,3,0,0,0,0.6666666666666666,0.0,0.0,0.0,0,,beam_repair:f9ab05058a871029,3,0,0,0,0.6666666666666666,0.0,0.0,0.0,0,,beam_repair:f9ab05058a871029,3,0,0,0
hotpotqa_v15_exploratory,flan,5a8d7f9f55429941ae14dfe1,unknown,unknown,5,10,1.0,0.0,0.0,0.0,0,beam_repair:e7f9d4abad5b120a,beam_repair:f9b813043d712b5e,3,0,0,0,0.6666666666666666,0.13333333333333341,0.13333333333333341,0.0,0,beam_repair:ce1c0da9ebe8cd19,beam_repair:f9b813043d712b5e,3,0,0,0,0.6666666666666666,0.13333333333333341,0.13333333333333341,0.0,0,beam_repair:ce1c0da9ebe8cd19,beam_repair:f9b813043d712b5e,3,0,0,0
hotpotqa_v15_exploratory,flan,5a8dce2655429941ae14e062,unknown,unknown,2,13,1.0,-1.0,0.0,1.0,0,beam_repair:f01945427bc236a6,beam_repair:ce85d9eec96977b9,2,1,1,1,0.5,0.0,0.0,0.0,0,beam_repair:f01945427bc236a6,beam_repair:ce85d9eec96977b9,2,0,0,0,0.5,-0.5,0.0,0.5,0,beam_repair:f01945427bc236a6,beam_repair:ce85d9eec96977b9,2,1,1,1
hotpotqa_v15_exploratory,flan,5a8de2a65542995085b37342,unknown,unknown,1,14,0.0,0.0,0.0,0.0,0,beam_repair:99c190a4afba2de2,beam_repair:efcfd39089d51173,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:99c190a4afba2de2,beam_repair:efcfd39089d51173,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:99c190a4afba2de2,beam_repair:efcfd39089d51173,2,0,0,0
hotpotqa_v15_exploratory,flan,5a8f2bf455429918e830d1bb,unknown,unknown,0,14,0.0,0.0,0.0,0.0,0,,beam_repair:fed4af270cae50f2,2,0,0,0,0.3333333333333333,0.0,0.06666666666666671,0.06666666666666671,1,,beam_repair:fed4af270cae50f2,2,1,1,1,0.0,0.0,0.0,0.0,0,,beam_repair:fed4af270cae50f2,2,0,0,0
hotpotqa_v15_exploratory,flan,5ab280125542993be8fa9931,unknown,unknown,1,13,0.0,0.2,0.2,0.0,0,beam_repair:8913042487e37493,beam_repair:eb03e8e86d01fe55,2,0,0,0,0.4,0.09999999999999998,0.09999999999999998,0.0,0,beam_repair:8913042487e37493,beam_repair:eb03e8e86d01fe55,2,0,0,0,0.0,0.1,0.1,0.0,0,beam_repair:8913042487e37493,beam_repair:eb03e8e86d01fe55,2,0,0,0
hotpotqa_v15_exploratory,flan,5ab3526e5542992ade7c6dd9,unknown,unknown,10,5,0.6666666666666666,0.0,0.0,0.0,0,beam_repair:c67f87c9c2960fe9,beam_repair:9d8b4a0a5fb4d94a,2,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:c67f87c9c2960fe9,beam_repair:9d8b4a0a5fb4d94a,2,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,beam_repair:c67f87c9c2960fe9,beam_repair:9d8b4a0a5fb4d94a,2,0,0,0
hotpotqa_v15_exploratory,flan,5ab39e8c554299753aec5976,unknown,unknown,7,8,0.0,0.0,0.0,0.0,0,beam_repair:d636be9966d00116,beam_repair:f063d8a7ccdf2d1f,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:d636be9966d00116,beam_repair:f063d8a7ccdf2d1f,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:d636be9966d00116,beam_repair:f063d8a7ccdf2d1f,2,0,0,0
hotpotqa_v15_exploratory,flan,5ab3e2e155429969a97a81ed,unknown,unknown,1,12,0.0,0.0,1.0,1.0,1,beam_repair:07195f24183364ce,beam_repair:9b733f7de1092962,2,1,1,1,0.0,0.0,0.0,0.0,0,beam_repair:07195f24183364ce,beam_repair:f46b23da0995e270,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:07195f24183364ce,beam_repair:f46b23da0995e270,2,0,0,0
hotpotqa_v15_exploratory,flan,5ab5fa23554299637185c655,unknown,unknown,4,11,0.0,0.0,0.0,0.0,0,beam_repair:eb308fe05cc0aafb,beam_repair:f4d77a755b6f6013,2,0,0,0,0.8,0.0,0.0,0.0,0,beam_repair:eb308fe05cc0aafb,beam_repair:f4d77a755b6f6013,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:eb308fe05cc0aafb,beam_repair:f4d77a755b6f6013,2,0,0,0
hotpotqa_v15_exploratory,flan,5ab5fb53554299494045f0d8,unknown,unknown,12,3,1.0,0.0,0.0,0.0,0,beam_repair:f6b8012ceeaf4c67,beam_repair:7c760ebe52476f34,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:f6b8012ceeaf4c67,beam_repair:7c760ebe52476f34,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:f6b8012ceeaf4c67,beam_repair:7c760ebe52476f34,2,0,0,0
hotpotqa_v15_exploratory,flan,5ab782d255429928e1fe3864,unknown,unknown,0,15,0.0,0.0,1.0,1.0,1,,beam_repair:f09f39227888577f,2,1,1,1,0.5,0.0,0.0,0.0,0,,beam_repair:f66d1a4e96ad857c,3,0,0,0,0.0,0.0,0.5,0.5,1,,beam_repair:f09f39227888577f,2,1,1,1
hotpotqa_v15_exploratory,flan,5ab96046554299131ca42313,unknown,unknown,0,11,1.0,0.0,-1.0,-1.0,0,,beam_repair:d6909445b433cc10,3,0,0,0,0.28571428571428575,0.0,-0.28571428571428575,-0.28571428571428575,0,,beam_repair:d6909445b433cc10,3,0,0,0,0.28571428571428575,0.0,-0.28571428571428575,-0.28571428571428575,0,,beam_repair:d6909445b433cc10,3,0,0,0
hotpotqa_v15_exploratory,flan,5ab9995e5542996be2020569,unknown,unknown,1,14,1.0,0.0,0.0,0.0,0,beam_repair:5c9e482989d411a2,beam_repair:feb0fe3c56099d05,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:5c9e482989d411a2,beam_repair:feb0fe3c56099d05,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:5c9e482989d411a2,beam_repair:feb0fe3c56099d05,2,0,0,0
hotpotqa_v15_exploratory,flan,5ab9b14c5542996be202058d,unknown,unknown,2,13,1.0,0.0,0.0,0.0,0,beam_repair:de632d8fc24b8edf,beam_repair:ff64896e5131cb77,2,0,0,0,0.5714285714285715,0.0,0.0,0.0,0,beam_repair:de632d8fc24b8edf,beam_repair:ff64896e5131cb77,2,0,0,0,0.5714285714285715,0.0,0.0,0.0,0,beam_repair:de632d8fc24b8edf,beam_repair:ff64896e5131cb77,2,0,0,0
hotpotqa_v15_exploratory,flan,5ab9fb4c55429901930fa75f,unknown,unknown,1,14,0.75,0.0,0.0,0.0,0,beam_repair:269e436fa1604c9a,beam_repair:f818aa55537558e6,3,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:269e436fa1604c9a,beam_repair:f818aa55537558e6,3,0,0,0,0.75,0.0,0.0,0.0,0,beam_repair:269e436fa1604c9a,beam_repair:f818aa55537558e6,3,0,0,0
hotpotqa_v15_exploratory,flan,5ab9fdc755429939ce03dc3f,unknown,unknown,2,13,0.0,0.0,0.0,0.0,0,beam_repair:eb335112d4281d6b,beam_repair:d22aff0949343507,3,0,0,0,0.3333333333333333,-0.04761904761904756,0.0,0.04761904761904756,0,beam_repair:eb335112d4281d6b,beam_repair:c54245b5a31dd34c,3,1,1,1,0.0,0.0,0.0,0.0,0,beam_repair:eb335112d4281d6b,beam_repair:d22aff0949343507,3,0,0,0
hotpotqa_v15_exploratory,flan,5abfb1045542990832d3a1a5,unknown,unknown,1,14,0.0,0.0,0.0,0.0,0,beam_repair:8c35c73f7a6e4b8e,beam_repair:f3f7efa46bc44a78,3,0,0,0,0.28571428571428575,0.0,0.04761904761904756,0.04761904761904756,1,beam_repair:8c35c73f7a6e4b8e,beam_repair:f3f7efa46bc44a78,3,1,1,1,0.0,0.0,0.0,0.0,0,beam_repair:8c35c73f7a6e4b8e,beam_repair:f3f7efa46bc44a78,3,0,0,0
hotpotqa_v15_exploratory,flan,5ac2aa7d55429967731025ea,unknown,unknown,2,13,0.0,0.8,0.8,0.0,0,beam_repair:f8e13c7697db33e9,beam_repair:d9252442899064f4,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:f8e13c7697db33e9,beam_repair:e87fd34cab47bb3c,2,0,0,0,0.0,0.8,0.8,0.0,0,beam_repair:f8e13c7697db33e9,beam_repair:d9252442899064f4,2,0,0,0
hotpotqa_v15_exploratory,flan,5ac2e4be5542996773102649,unknown,unknown,0,10,1.0,0.0,0.0,0.0,0,,beam_repair:c75061bc3b6b9fa0,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:c75061bc3b6b9fa0,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:c75061bc3b6b9fa0,3,0,0,0
hotpotqa_v15_exploratory,flan,5adbd0845542996e6852524c,unknown,unknown,1,14,1.0,0.0,0.0,0.0,0,beam_repair:c78bfabd7ce5633d,beam_repair:e904cc61e408d742,3,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:c78bfabd7ce5633d,beam_repair:e904cc61e408d742,3,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:c78bfabd7ce5633d,beam_repair:e904cc61e408d742,3,0,0,0
hotpotqa_v15_exploratory,flan,5adc7c275542994650320d20,unknown,unknown,0,15,1.0,0.0,0.0,0.0,0,,beam_repair:ef522853a641e26d,3,0,0,0,0.5,0.0,0.0,0.0,0,,beam_repair:ef522853a641e26d,3,0,0,0,0.5,0.0,0.0,0.0,0,,beam_repair:ef522853a641e26d,3,0,0,0
hotpotqa_v15_exploratory,flan,5adce27d5542992c1e3a245f,unknown,unknown,1,10,1.0,0.0,0.0,0.0,0,beam_repair:6f3e94abbb9a82b0,beam_repair:f665dacc29a5d5f1,2,0,0,0,0.6666666666666666,-0.09523809523809512,0.0,0.09523809523809512,0,beam_repair:6f3e94abbb9a82b0,beam_repair:f665dacc29a5d5f1,2,1,1,1,0.6666666666666666,-0.09523809523809512,0.0,0.09523809523809512,0,beam_repair:6f3e94abbb9a82b0,beam_repair:f665dacc29a5d5f1,2,1,1,1
hotpotqa_v15_exploratory,flan,5add5b4c5542997545bbbd39,unknown,unknown,6,9,1.0,0.0,0.0,0.0,0,beam_repair:bff05df5e107d87d,beam_repair:e957e62fa627df29,2,0,0,0,0.28571428571428575,0.04761904761904756,0.04761904761904756,0.0,0,beam_repair:a9bd505913e39f2c,beam_repair:e957e62fa627df29,2,0,0,0,0.28571428571428575,0.04761904761904756,0.04761904761904756,0.0,0,beam_repair:a9bd505913e39f2c,beam_repair:e957e62fa627df29,2,0,0,0
hotpotqa_v15_exploratory,flan,5ade389a5542992fa25da702,unknown,unknown,1,14,1.0,0.0,0.0,0.0,0,beam_repair:e0f338aad3f97d78,beam_repair:fcd8d604aae0595c,3,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:e0f338aad3f97d78,beam_repair:fcd8d604aae0595c,3,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:e0f338aad3f97d78,beam_repair:fcd8d604aae0595c,3,0,0,0
hotpotqa_v15_exploratory,flan,5adf64525542992d7e9f9331,unknown,unknown,0,15,0.0,0.0,0.0,0.0,0,,beam_repair:ec70c38ac6f863bb,2,0,0,0,0.3333333333333333,0.0,0.16666666666666669,0.16666666666666669,1,,beam_repair:ec70c38ac6f863bb,2,1,1,1,0.0,0.0,0.0,0.0,0,,beam_repair:ec70c38ac6f863bb,2,0,0,0
hotpotqa_v15_exploratory,flan,5adfdc1c554299025d62a364,unknown,unknown,0,9,1.0,0.0,0.0,0.0,0,,beam_repair:f0f70de676c230c2,3,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,,beam_repair:f0f70de676c230c2,3,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,,beam_repair:f0f70de676c230c2,3,0,0,0
hotpotqa_v15_exploratory,flan,5ae2084a5542997283cd233b,unknown,unknown,0,15,0.8571428571428571,0.0,0.1428571428571429,0.1428571428571429,1,,beam_repair:b2331bab7c156986,3,1,1,1,0.28571428571428575,0.0,0.28571428571428575,0.28571428571428575,1,,beam_repair:b2331bab7c156986,3,1,1,1,0.26086956521739135,0.0,0.31055900621118016,0.31055900621118016,1,,beam_repair:b2331bab7c156986,3,1,1,1
hotpotqa_v15_exploratory,flan,5ae3cf265542992f92d82376,unknown,unknown,0,10,0.0,0.0,0.0,0.0,0,,beam_repair:f1fa421b805b9d00,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:f1fa421b805b9d00,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:f1fa421b805b9d00,3,0,0,0
hotpotqa_v15_exploratory,flan,5ae40ca455429970de88d8ba,unknown,unknown,3,12,1.0,0.0,0.0,0.0,0,beam_repair:446e1215a1ebb0a2,beam_repair:e24899b1e3011f51,2,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:446e1215a1ebb0a2,beam_repair:e24899b1e3011f51,2,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:446e1215a1ebb0a2,beam_repair:e24899b1e3011f51,2,0,0,0
hotpotqa_v15_exploratory,flan,5ae76c0755429952e35ea90f,unknown,unknown,6,9,1.0,0.0,0.0,0.0,0,beam_repair:e6b3871be4a18ed5,beam_repair:e6a481c4132b1eca,3,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,beam_repair:e6b3871be4a18ed5,beam_repair:e6a481c4132b1eca,3,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,beam_repair:e6b3871be4a18ed5,beam_repair:e6a481c4132b1eca,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a7151cd5542994082a3e7c6,unknown,unknown,3,12,1.0,0.0,0.0,0.0,0,beam_repair:f954b05c6da4500a,beam_repair:dfd081af96538cba,2,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:f954b05c6da4500a,beam_repair:dfd081af96538cba,2,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:f954b05c6da4500a,beam_repair:dfd081af96538cba,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a7273c35542997f827839dd,unknown,unknown,2,12,1.0,0.0,0.0,0.0,0,beam_repair:d3393c13939ad7f2,beam_repair:f18b0df9c7ee7949,3,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:d3393c13939ad7f2,beam_repair:f18b0df9c7ee7949,3,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:d3393c13939ad7f2,beam_repair:f18b0df9c7ee7949,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a73d026554299623ed4ac61,unknown,unknown,0,13,1.0,0.0,0.0,0.0,0,,beam_repair:e595d2a1adf8d24c,3,0,0,0,0.4,0.0,0.0,0.0,0,,beam_repair:e595d2a1adf8d24c,3,0,0,0,0.4,0.0,0.0,0.0,0,,beam_repair:e595d2a1adf8d24c,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a76d8de55429972597f13e4,unknown,unknown,12,3,0.0,0.0,0.0,0.0,0,beam_repair:f6d34f21f35c027b,beam_repair:f0ee72d94ee50b7f,2,0,0,0,0.3333333333333333,0.06666666666666671,0.06666666666666671,0.0,0,beam_repair:c29994e56be1194d,beam_repair:f0ee72d94ee50b7f,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:f6d34f21f35c027b,beam_repair:f0ee72d94ee50b7f,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a771ffe5542993569682cd7,unknown,unknown,1,13,1.0,0.0,0.0,0.0,0,beam_repair:4abbf3c3c668fb23,beam_repair:cca729a60ea334ae,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:4abbf3c3c668fb23,beam_repair:cca729a60ea334ae,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:4abbf3c3c668fb23,beam_repair:cca729a60ea334ae,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a775761554299373536023c,unknown,unknown,1,14,0.0,0.0,0.0,0.0,0,beam_repair:0578b1c9361f6664,beam_repair:f83a4d823d072411,3,0,0,0,0.3333333333333333,0.06666666666666671,0.06666666666666671,0.0,0,beam_repair:0578b1c9361f6664,beam_repair:f83a4d823d072411,3,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:0578b1c9361f6664,beam_repair:f83a4d823d072411,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a77802155429967ab1051da,unknown,unknown,0,15,0.6666666666666666,0.0,0.0,0.0,0,,beam_repair:ffe614cbb7482a57,2,0,0,0,1.0,0.0,0.0,0.0,0,,beam_repair:ffe614cbb7482a57,2,0,0,0,0.6666666666666666,0.0,0.0,0.0,0,,beam_repair:ffe614cbb7482a57,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a792b2b554299029c4b5f16,unknown,unknown,0,9,0.15384615384615385,0.0,0.0,0.0,0,,beam_repair:f4f48518c0bcc77a,3,0,0,0,0.5,0.0,0.0,0.0,0,,beam_repair:f4f48518c0bcc77a,3,0,0,0,0.07692307692307693,0.0,0.0,0.0,0,,beam_repair:f4f48518c0bcc77a,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a7aaf41554299042af8f690,unknown,unknown,0,15,0.0,0.0,0.0,0.0,0,,beam_repair:fd7f25412d1dada7,2,0,0,0,0.28571428571428575,0.0,0.11428571428571427,0.11428571428571427,1,,beam_repair:fd7f25412d1dada7,2,1,1,1,0.0,0.0,0.0,0.0,0,,beam_repair:fd7f25412d1dada7,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a7d18be5542995ed0d165e4,unknown,unknown,0,13,0.6666666666666666,0.0,0.0,0.0,0,,beam_repair:f3d054cbcdbdbcef,3,0,0,0,0.5714285714285715,0.0,0.09523809523809512,0.09523809523809512,1,,beam_repair:f3d054cbcdbdbcef,3,1,1,1,0.4444444444444445,0.0,0.055555555555555525,0.055555555555555525,1,,beam_repair:f3d054cbcdbdbcef,3,1,1,1
hotpotqa_v15_exploratory,unifiedqa,5a81440455429938b614231a,unknown,unknown,2,11,1.0,0.0,0.0,0.0,0,beam_repair:ea5f052dc674e2cb,beam_repair:e9a30f116f0abfcb,3,0,0,0,0.5714285714285715,0.0,0.0,0.0,0,beam_repair:ea5f052dc674e2cb,beam_repair:e27974cbf561a2d5,2,0,0,0,0.5714285714285715,0.0,0.0,0.0,0,beam_repair:ea5f052dc674e2cb,beam_repair:e27974cbf561a2d5,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a8187bc55429926c1cdad32,unknown,unknown,2,9,0.0,0.0,1.0,1.0,1,beam_repair:e26446940bef58aa,beam_repair:d0d1e1078f133dbd,2,1,1,1,0.0,0.0,0.0,0.0,0,beam_repair:e26446940bef58aa,beam_repair:d0d1e1078f133dbd,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:e26446940bef58aa,beam_repair:d0d1e1078f133dbd,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a87d2185542993e715abfe1,unknown,unknown,0,12,0.0,0.0,0.0,0.0,0,,beam_repair:ebcc1d38f36d2bc9,2,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:ebcc1d38f36d2bc9,2,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:ebcc1d38f36d2bc9,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a8afc5955429971feec45c8,unknown,unknown,2,13,0.0,1.0,1.0,0.0,0,beam_repair:b6f493ff1c3288f2,beam_repair:fdc393e166f66a34,3,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:b6f493ff1c3288f2,beam_repair:fdc393e166f66a34,3,0,0,0,0.0,0.5,0.5,0.0,0,beam_repair:b6f493ff1c3288f2,beam_repair:fdc393e166f66a34,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a8bc6045542997f31a41dc2,unknown,unknown,0,15,0.6666666666666666,0.0,0.0,0.0,0,,beam_repair:d99fe7c6968e1659,2,0,0,0,1.0,0.0,0.0,0.0,0,,beam_repair:d99fe7c6968e1659,2,0,0,0,0.6666666666666666,0.0,0.0,0.0,0,,beam_repair:d99fe7c6968e1659,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a8c7383554299585d9e36ab,unknown,unknown,8,7,0.0,0.0,0.0,0.0,0,beam_repair:ae2d41d5cdf05596,beam_repair:f681beb42a11adf0,2,0,0,0,0.5,0.5,0.5,0.0,0,beam_repair:3997a2b43c9f5366,beam_repair:f681beb42a11adf0,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:ae2d41d5cdf05596,beam_repair:f681beb42a11adf0,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a8e81715542995085b37436,unknown,unknown,0,11,0.0,0.0,0.0,0.0,0,,beam_repair:fa91478e770b030b,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:fa91478e770b030b,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:fa91478e770b030b,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5a90a0555542990a9849366e,unknown,unknown,0,9,1.0,0.0,0.0,0.0,0,,beam_repair:ebb8642be3f52a24,3,0,0,0,0.5,0.0,-0.16666666666666669,-0.16666666666666669,0,,beam_repair:ebb8642be3f52a24,3,0,0,0,0.5,0.0,-0.16666666666666669,-0.16666666666666669,0,,beam_repair:ebb8642be3f52a24,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ab1e07a5542993be8fa9869,unknown,unknown,2,13,1.0,0.0,0.0,0.0,0,beam_repair:7bd553e5ec398f15,beam_repair:eb6401d54a8a7971,2,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:7bd553e5ec398f15,beam_repair:eb6401d54a8a7971,2,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:7bd553e5ec398f15,beam_repair:eb6401d54a8a7971,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ab27147554299340b5254cb,unknown,unknown,2,11,1.0,0.0,0.0,0.0,0,beam_repair:93f347ed8bcc215a,beam_repair:e9aac867136e5118,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:93f347ed8bcc215a,beam_repair:e9aac867136e5118,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:93f347ed8bcc215a,beam_repair:e9aac867136e5118,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ab2974d554299545a2cf9be,unknown,unknown,1,13,1.0,0.0,0.0,0.0,0,beam_repair:ad797579ac1e1066,beam_repair:f6665d921ed897d5,3,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:ad797579ac1e1066,beam_repair:f6665d921ed897d5,3,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:ad797579ac1e1066,beam_repair:f6665d921ed897d5,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ab29c2c554299194fa93452,unknown,unknown,2,10,0.0,0.0,0.0,0.0,0,beam_repair:1db26663cf7a8f37,beam_repair:ee26a89467a3deef,3,0,0,0,0.4,0.0,0.0,0.0,0,beam_repair:1db26663cf7a8f37,beam_repair:ee26a89467a3deef,3,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:1db26663cf7a8f37,beam_repair:ee26a89467a3deef,3,0,0,0
